0 2025000 xx^xx-sil+h=I/A:xx+xx+xx/B:xx-xx_xx/C:xx_xx+xx/D:02+xx_xx/E:xx_xx!xx_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:5_2%0_xx_xx/H:xx_xx/I:xx-xx@xx+xx&xx-xx|xx+xx/J:1_5/K:5+29-115
145925000 146225000 k^o-t+o=w/A:0+2+2/B:07-xx_xx/C:22_xx+xx/D:24+xx_xx/E:2_2!0_xx-1/F:3_2#0_xx@2_3|3_9/G:4_4%0_xx_1/H:12_49/I:4-11@5+1&26-4|105+11/J:xx_xx/K:5+29-115
146225000 147125000 o^t-o+w=a/A:0+2+2/B:07-xx_xx/C:22_xx+xx/D:24+xx_xx/E:2_2!0_xx-1/F:3_2#0_xx@2_3|3_9/G:4_4%0_xx_1/H:12_49/I:4-11@5+1&26-4|105+11/J:xx_xx/K:5+29-115
147125000 148125000 t^o-w+a=a/A:1+3+1/B:22-xx_xx/C:24_xx+xx/D:20+1_1/E:2_2!0_xx-1/F:3_2#0_xx@2_3|3_9/G:4_4%0_xx_1/H:12_49/I:4-11@5+1&26-4|105+11/J:xx_xx/K:5+29-115
148125000 148825000 o^w-a+a=t/A:1+3+1/B:22-xx_xx/C:24_xx+xx/D:20+1_1/E:2_2!0_xx-1/F:3_2#0_xx@2_3|3_9/G:4_4%0_xx_1/H:12_49/I:4-11@5+1&26-4|105+11/J:xx_xx/K:5+29-115
148825000 149625000 w^a-a+t=a/A:-3+1+4/B:24-xx_xx/C:20_1+1/D:12+xx_xx/E:3_2!0_xx-1/F:4_4#0_xx@3_2|6_6/G:2_2%0_xx_1/H:12_49/I:4-11@5+1&26-4|105+11/J:xx_xx/K:5+29-115
149625000 150325000 a^a-t+a=cl/A:-2+2+3/B:24-xx_xx/C:20_1+1/D:12+xx_xx/E:3_2!0_xx-1/F:4_4#0_xx@3_2|6_6/G:2_2%0_xx_1/H:12_49/I:4-11@5+1&26-4|105+11/J:xx_xx/K:5+29-115
150325000 150825000 a^t-a+cl=t/A:-2+2+3/B:24-xx_xx/C:20_1+1/D:12+xx_xx/E:3_2!0_xx-1/F:4_4#0_xx@3_2|6_6/G:2_2%0_xx_1/H:12_49/I:4-11@5+1&26-4|105+11/J:xx_xx/K:5+29-115
150825000 151725000 t^a-cl+t=e/A:-1+3+2/B:24-xx_xx/C:20_1+1/D:12+xx_xx/E:3_2!0_xx-1/F:4_4#0_xx@3_2|6_6/G:2_2%0_xx_1/H:12_49/I:4-11@5+1&26-4|105+11/J:xx_xx/K:5+29-115
151725000 152125000 a^cl-t+e=i/A:0+4+1/B:20-1_1/C:12_xx+xx/D:17+3_2/E:3_2!0_xx-1/F:4_4#0_xx@3_2|6_6/G:2_2%0_xx_1/H:12_49/I:4-11@5+1&26-4|105+11/J:xx_xx/K:5+29-115
152125000 153025000 cl^t-e+i=r/A:0+4+1/B:20-1_1/C:12_xx+xx/D:17+3_2/E:3_2!0_xx-1/F:4_4#0_xx@3_2|6_6/G:2_2%0_xx_1/H:12_49/I:4-11@5+1&26-4|105+11/J:xx_xx/K:5+29-115
153025000 165524999 t^e-i+r=u/A:-1+1+2/B:12-xx_xx/C:17_3+2/D:xx+xx_xx/E:4_4!0_xx-1/F:2_2#0_xx@4_1|10_2/G:xx_xx%xx_xx_xx/H:12_49/I:4-11@5+1&26-4|105+11/J:xx_xx/K:5+29-115
